checkpoint_fold	expert_id	mode	proxy	Error_Spearman	Error_Pearson	bad20_AUROC	bad10_AUROC	confident_wrong_AUROC
1	cfcompat_seed1114	LA	submode_prediction_variance	0.06204476342	0.0555642448	0.5274701906	0.4990731266	0.2926475131
1	cfcompat_seed1114	LA	hidden_centroid_distance	0.1736320468	0.1097093498	0.5923065239	0.5423988966	0.2229379055
1	cfcompat_seed1114	LA	hidden_diagonal_mahalanobis	0.06012983883	0.0524917769	0.5602187286	0.5126722131	0.331742354
1	cfcompat_seed1114	LA	hidden_knn30_distance	0.1260324629	0.09720397384	0.5841193894	0.5232385698	0.2772783441
1	cfcompat_seed1114	LA	hidden_nearest_source_distance	0.08649586922	0.09459627414	0.5675020886	0.5279322567	0.3355885079
1	cfcompat_seed1114	LV	active_head_std	0.08196698834	0.05662839854	0.5496120613	0.4942115098	0.1813032238
1	cfcompat_seed1114	LV	submode_prediction_variance	-0.02111440186	-0.01026749728	0.4729139109	0.452443867	0.2801348337
1	cfcompat_seed1114	LV	hidden_centroid_distance	0.1832997735	0.09853635455	0.5871063563	0.5234167421	0.2668542174
1	cfcompat_seed1114	LV	hidden_diagonal_mahalanobis	0.08804769025	0.0832321148	0.5716700316	0.5216064703	0.3735806975
1	cfcompat_seed1114	LV	hidden_knn30_distance	0.1364517681	0.1204166966	0.5855360361	0.5276723408	0.3047445255
1	cfcompat_seed1114	LV	hidden_nearest_source_distance	0.1290310526	0.1225368276	0.5807786622	0.5245408625	0.3725352291
1	cfcompat_seed1114	L	active_head_std	0.1181778167	0.07137491779	0.5812162983	0.530099419	0.1776337737
1	cfcompat_seed1114	L	submode_prediction_variance	0	0	0.5	0.5	0.5
1	cfcompat_seed1114	L	hidden_centroid_distance	0.1972990872	0.1112609488	0.5902958153	0.5517022395	0.2249049239
1	cfcompat_seed1114	L	hidden_diagonal_mahalanobis	0.062325831	0.07749253479	0.5735285183	0.5423662005	0.3912213104
1	cfcompat_seed1114	L	hidden_knn30_distance	0.09874455918	0.118368884	0.5811118706	0.5548118193	0.3383456765
1	cfcompat_seed1114	L	hidden_nearest_source_distance	0.09207133383	0.09153014861	0.573796233	0.5559249905	0.387576728
